pkg_name,name,version,line_count,package_count,created_at
sqlite3,myfreess/sqlite3,0.1.1,532,2,2025-11-13T08:20:24.085542
text,myfreess/text,0.1.0,1514,1,2025-08-29T06:44:00.859506
unicode_data,myfreess/unicode_data,0.1.1,30812,2,2025-11-19T03:18:41.946485
yaml,myfreess/yaml,0.1.0,3915,1,2025-08-29T06:43:33.480441
dapr,yamajik/dapr,0.1.11,138,1,2024-12-11T07:09:02.084989
wasi,yamajik/wasi,0.1.25,1458,4,2024-12-11T07:03:46.754274
wasi-bindings,yamajik/wasi-bindings,0.2.1,8887,34,2024-12-04T08:51:22.804911
moonbit-pdk,extism/moonbit-pdk,0.47.12,1165,12,2025-07-29T14:34:21.232362
minimoonbit-courses,moonbit-courses/minimoonbit-courses,0.1.0,112,1,2024-08-23T07:24:55.418749
hello,yangqing/hello,0.2.2,29,2,2024-09-26T08:29:03.308888
DataProc,zdu881/DataProc,0.1.0,143,1,2025-02-02T12:53:02.802490
webmocket,zdu881/webmocket,0.1.0,291,2,2025-09-27T12:23:25.460379
algorithm,chhnb/algorithm,0.1.0,255,4,2025-01-18T13:04:29.916901
zero_fill,zhaihaozhen/zero_fill,0.1.2,40,2,2025-07-15T05:26:32.291895
encoding,A-23187/encoding,0.1.0,756,3,2024-11-02T14:16:05.008219
qt-gui,WilliamZ1008/qt-gui,0.1.1,44,1,2025-07-18T00:35:01.132255
qtgui,WilliamZ1008/qtgui,0.1.7,1601,1,2025-09-18T08:44:51.657248
moontest,wstreet/moontest,0.1.0,26,2,2024-10-21T03:15:18.852797
Learn_Test1,jankin_li/Learn_Test1,0.1.0,25,2,2024-10-21T08:10:16.056674
new_lib,jankin_li/new_lib,0.1.0,25,2,2024-10-22T02:39:11.341304
auto_launch,justjavac/auto_launch,0.1.7,2132,5,2026-06-29T02:04:14.582966
btoi,justjavac/btoi,0.1.9,1058,1,2026-06-10T05:27:01.276674
bytesize,justjavac/bytesize,0.2.3,868,1,2026-06-10T05:28:45.294228
cache_padded,justjavac/cache_padded,0.1.0,1440,1,2025-07-08T04:01:34.834869
camera,justjavac/camera,0.1.3,572,3,2026-06-29T08:08:15.933256
case,justjavac/case,0.2.2,1330,1,2026-06-10T05:27:09.642989
cdp,justjavac/cdp,0.1.8,152607,4,2026-06-29T08:07:48.185628
cdp_examples,justjavac/cdp_examples,0.1.4,143,1,2026-06-29T08:08:04.328853
ci,justjavac/ci,0.1.1,1201,2,2026-06-10T05:33:53.087467
clipboard,justjavac/clipboard,0.1.7,591,4,2026-06-10T05:34:14.011554
core_affinity,justjavac/core_affinity,0.2.4,360,2,2026-06-10T05:37:59.694470
dialog,justjavac/dialog,0.1.4,2517,6,2026-06-10T05:34:39.710638
dirs,justjavac/dirs,0.1.2,1358,1,2026-06-10T05:35:11.639033
ffi,justjavac/ffi,0.2.4,229,1,2026-06-29T07:57:34.533829
glob,justjavac/glob,0.1.8,469,1,2026-06-10T05:39:24.268040
global_hotkey,justjavac/global_hotkey,0.1.5,1394,1,2026-06-30T08:18:53.307434
itoa,justjavac/itoa,0.2.4,760,1,2026-06-10T05:41:53.565170
keepawake,justjavac/keepawake,0.1.4,793,2,2026-06-29T08:09:04.474475
microphone,justjavac/microphone,0.1.3,618,3,2026-06-29T01:43:29.233251
notification,justjavac/notification,0.1.4,501,1,2026-06-29T01:43:04.850541
num_cpus,justjavac/num_cpus,0.1.9,273,2,2026-06-10T05:46:03.480191
platform,justjavac/platform,0.1.2,559,2,2026-06-10T05:46:40.542583
proton,justjavac/proton,0.1.9,10473,9,2026-06-30T10:00:48.675829
proton_cli,justjavac/proton_cli,0.1.5,5415,3,2026-06-29T02:22:09.600306
proton_config,justjavac/proton_config,0.1.4,591,1,2026-06-28T23:43:18.037576
proton_ext,justjavac/proton_ext,0.1.7,5890,13,2026-06-28T23:47:47.808827
quickjs,justjavac/quickjs,0.1.4,1896,5,2026-06-10T05:51:24.654692
replace_self,justjavac/replace_self,0.1.4,1168,2,2026-06-29T08:09:16.263983
screenshots,justjavac/screenshots,0.1.2,490,3,2026-06-10T05:51:35.345220
sys_locale,justjavac/sys_locale,0.1.6,1092,3,2026-06-10T05:52:16.076984
template,justjavac/template,0.1.1,317,1,2026-06-07T12:55:52.871566
template_codegen,justjavac/template_codegen,0.1.3,1470,3,2026-06-29T08:09:32.200470
template_examples,justjavac/template_examples,0.1.1,427,4,2026-06-07T12:56:36.210518
terminal_size,justjavac/terminal_size,0.1.5,346,2,2026-06-10T05:54:56.136855
tray,justjavac/tray,0.1.7,1854,7,2026-07-03T13:24:57.693515
tray-examples,justjavac/tray-examples,0.1.1,201,4,2026-06-29T08:09:48.827359
ttl,justjavac/ttl,0.1.1,511,2,2026-06-10T05:59:56.605041
walkdir,justjavac/walkdir,0.1.7,467,4,2026-06-29T08:09:59.431817
wallpaper,justjavac/wallpaper,0.1.3,528,3,2026-06-10T05:58:36.295367
webview,justjavac/webview,0.1.10,1261,17,2025-06-30T14:27:41.174019
win32_messagebox,justjavac/win32_messagebox,0.1.3,105,1,2026-06-10T05:59:28.479803
windows_subsystem,justjavac/windows_subsystem,0.1.4,94,1,2026-06-10T05:57:52.495841
datetime,suiyunonghen/datetime,0.1.6,874,1,2025-03-28T03:06:45.657456
linklist,suiyunonghen/linklist,0.1.7,908,1,2024-11-26T02:28:44.862312
moonvalue,suiyunonghen/moonvalue,0.1.14,4366,1,2025-04-27T09:04:25.791502
wasmMemManager,suiyunonghen/wasmMemManager,0.1.3,1073,1,2025-03-28T03:15:02.845168
cmark,rami3l/cmark,0.4.0,30202,7,2025-09-09T05:58:55.596838
js-ffi,rami3l/js-ffi,0.4.0,1278,1,2025-09-04T03:12:00.184720
unicodewidth,rami3l/unicodewidth,0.2.0,25282,1,2025-09-10T09:07:39.202453
version,rami3l/version,0.1.0,3162,2,2025-09-04T09:46:48.850262
coreutils,five-nuts/coreutils,0.1.3,274,4,2024-11-16T11:05:35.555323
diff,ruifeng/diff,0.2.1,2203,2,2025-07-31T07:20:14.802633
moondsa,ruifeng/moondsa,0.2.1,5202,1,2025-07-30T15:49:58.112290
XMLParser,ruifeng/XMLParser,0.2.6,4093,2,2025-06-25T05:02:18.821760
linalg,xunyoyo/linalg,0.2.7,1772,2,2024-12-30T12:58:17.198022
NyaCSV,xunyoyo/NyaCSV,0.3.3,900,1,2025-04-28T12:52:07.612135
NyaSearch,xunyoyo/NyaSearch,0.1.0,500,1,2025-03-01T08:53:06.179032
permutation,xunyoyo/permutation,0.1.3,209,4,2024-11-17T16:19:56.797966
Permutation,xunyoyo/Permutation,0.1.1,216,4,2024-11-15T10:48:43.405249
i18n-ipsum,kokic/i18n-ipsum,0.1.3,509,1,2026-07-02T10:09:21.969186
momoka,kokic/momoka,0.4.0,1008,1,2026-05-31T16:16:03.314909
moonbit-chalk,kokic/moonbit-chalk,0.6.0,248,1,2026-06-16T12:03:40.201677
prime,kokic/prime,0.1.8,549,2,2026-07-03T06:51:16.198438
sexp-html,kokic/sexp-html,0.4.0,1363,1,2026-06-25T04:03:24.920457
tim,kokic/tim,0.3.0,225,1,2026-06-14T14:42:10.289404
tinymark,kokic/tinymark,0.3.8,4568,2,2026-06-30T15:29:33.256370
YHWH,kokic/YHWH,0.2.0,195,1,2026-06-08T05:50:20.385754
json,jinser/json,0.0.1,551,2,2025-02-06T08:05:55.931796
baby,jumpping/baby,0.2.0,4270,6,2024-11-27T08:53:04.763310
Binary-Exponentiation,CMoonBack/Binary-Exponentiation,0.1.0,102,2,2024-11-27T14:46:06.485815
computational-geometry,CMoonBack/computational-geometry,0.2.3,3272,3,2025-01-07T05:20:38.155085
string-Algorithm,CMoonBack/string-Algorithm,0.1.0,104,3,2024-11-27T14:48:40.907576
moon-axe-tools,kinoamyfx/moon-axe-tools,0.0.1-SNAPSHOT,25,2,2024-12-02T13:00:38.907603
chungshan,SyoujyoujiNaiki/chungshan,0.2.0,459,2,2024-12-05T02:40:39.140668
oops,SyoujyoujiNaiki/oops,0.3.0,3229,2,2026-06-28T06:14:12.084894
either,Kaida-Amethyst/either,0.1.0,1168,1,2025-09-06T08:20:16.650044
godot,Kaida-Amethyst/godot,0.1.0,6040,1,2025-08-01T08:49:11.849396
llvm,Kaida-Amethyst/llvm,0.2.3,37464,4,2026-01-28T09:17:09.250906
math,Kaida-Amethyst/math,0.1.21,15075,1,2026-07-08T07:47:59.141284
matplotlib,Kaida-Amethyst/matplotlib,0.1.2,1237,1,2025-05-29T09:47:02.178399
mbtcc,Kaida-Amethyst/mbtcc,0.1.0,26861,8,2025-11-18T07:32:58.480255
mbtsmith,Kaida-Amethyst/mbtsmith,0.1.4,3244,2,2025-08-15T10:16:51.762225
moonbit-math,Kaida-Amethyst/moonbit-math,0.1.14,12657,2,2025-02-07T08:08:01.448933
MoonLLVM,Kaida-Amethyst/MoonLLVM,0.1.16,38352,8,2026-01-12T07:05:07.632251
MoonMIR,Kaida-Amethyst/MoonMIR,0.1.2,15451,3,2025-12-02T11:11:32.477527
openblas,Kaida-Amethyst/openblas,0.1.3,66273,2,2025-08-27T03:11:06.778261
path,Kaida-Amethyst/path,0.1.1,745,1,2025-09-16T02:45:58.426272
python,Kaida-Amethyst/python,0.1.7,6464,7,2025-11-13T02:23:01.302914
screeps,Kaida-Amethyst/screeps,0.1.0,6542,3,2026-04-16T11:07:21.393926
sdl3,Kaida-Amethyst/sdl3,0.1.1,22939,4,2026-03-31T03:22:48.743987
hello,PegasusPlusUS/hello,0.1.0,341,2,2024-12-06T00:59:15.352703
Bits,BigOrangeQWQ/Bits,0.1.0,1419,2,2025-06-06T09:20:55.468856
fmt,BigOrangeQWQ/fmt,0.2.0,910,1,2025-07-02T11:39:53.138821
ImmuntableMultiSet,BigOrangeQWQ/ImmuntableMultiSet,0.1.0,652,1,2025-05-14T14:14:34.711875
immunt_multiset,BigOrangeQWQ/immunt_multiset,0.1.2,680,1,2025-05-15T05:35:48.763118
immut_multiset,BigOrangeQWQ/immut_multiset,0.1.5,1881,2,2025-06-08T15:35:35.977818
ryu,BigOrangeQWQ/ryu,0.1.1,5738,1,2025-06-12T12:53:42.030815
unification_table,BigOrangeQWQ/unification_table,0.1.2,2250,4,2025-06-08T15:48:18.514278
uri,BigOrangeQWQ/uri,0.1.0,2968,1,2025-07-16T08:34:44.377248
wasi-cli,BigOrangeQWQ/wasi-cli,0.2.6,270,12,2025-06-21T17:19:14.404824
wasi-clocks,BigOrangeQWQ/wasi-clocks,0.2.6,93,2,2025-06-21T16:56:28.605205
wasi-filesystem,BigOrangeQWQ/wasi-filesystem,0.2.6,1560,2,2025-06-21T16:56:58.149228
wasi-io,BigOrangeQWQ/wasi-io,0.2.6,807,3,2025-06-21T16:56:01.995777
wasi-random,BigOrangeQWQ/wasi-random,0.2.6,111,3,2025-06-21T16:57:12.352921
wasi-sockets,BigOrangeQWQ/wasi-sockets,0.2.6,2399,7,2025-06-21T16:57:26.727089
wit-ffi,BigOrangeQWQ/wit-ffi,0.1.0,175,1,2025-06-14T14:40:16.553427
wit-wasi-clocks,BigOrangeQWQ/wit-wasi-clocks,0.2.6,117,2,2025-06-18T07:30:57.882475
wit-wasi-io,BigOrangeQWQ/wit-wasi-io,0.2.6,838,4,2025-06-18T07:12:10.908089
wit-wasi-random,BigOrangeQWQ/wit-wasi-random,0.2.6,111,3,2025-06-21T16:41:01.996324
autodiff,FlyCloudC/autodiff,0.1.2,367,2,2026-02-11T16:39:38.854024
GJK,FlyCloudC/GJK,0.1.1,281,1,2025-10-31T16:15:21.807381
mgraph,FlyCloudC/mgraph,0.1.4,283,1,2025-10-31T10:37:29.530660
miniKanren,FlyCloudC/miniKanren,0.1.8,546,1,2026-05-25T00:29:18.415124
scheme,FlyCloudC/scheme,0.6.0,1855,2,2026-05-25T01:07:09.966055
symbol,FlyCloudC/symbol,0.3.0,189,1,2026-05-25T00:21:02.352520
NetworkX,smallbearrr/NetworkX,0.1.4,1907,1,2025-05-06T16:12:53.675459
pandas,smallbearrr/pandas,0.7.1,6324,2,2025-04-02T08:51:51.472189
assembler,AdUhTkJm/assembler,0.1.1,431,1,2025-07-06T14:52:46.405405
bitviewer,AdUhTkJm/bitviewer,0.1.10,794,2,2025-07-11T06:57:48.614788
moonc,AdUhTkJm/moonc,0.2.16,5829,5,2025-07-01T06:35:21.166490
nummoon,AdUhTkJm/nummoon,0.2.3,1134,1,2025-06-14T15:50:35.178118
sat-solver,AdUhTkJm/sat-solver,0.1.2,2627,2,2025-06-06T19:12:27.769622
u8str,AdUhTkJm/u8str,0.1.5,279,1,2025-07-10T10:23:06.579447
wasmtools,AdUhTkJm/wasmtools,0.1.0,502,1,2025-07-13T10:06:25.729543
BloomierFilter,kesmeey/BloomierFilter,0.1.0,1027,1,2025-06-25T17:41:31.313703
fmt,kesmeey/fmt,0.1.9,1046,1,2025-04-16T18:57:27.012707
immut_BitVector,kesmeey/immut_BitVector,0.1.2,1051,1,2025-05-02T08:32:00.857035
immut_IntervalTree,kesmeey/immut_IntervalTree,0.1.0,2217,1,2025-06-10T14:48:52.440928
IndexMap,kesmeey/IndexMap,0.1.9,2245,1,2025-04-08T11:33:16.457564
IndexSet,kesmeey/IndexSet,0.1.6,1254,1,2025-04-22T10:39:18.687379
IntervalTree,kesmeey/IntervalTree,0.1.3,1319,1,2025-04-22T15:31:19.136170
RoaringBitmap,kesmeey/RoaringBitmap,0.1.0,3265,1,2025-06-28T15:08:29.418448
tools,kesmeey/tools,0.1.9,3100,2,2025-02-16T16:19:47.596171
unicodeUtil,kesmeey/unicodeUtil,0.2.3,2337,2,2025-03-27T14:10:07.957534
calculus-numerical,KCN-judu/calculus-numerical,0.3.1,20,0,2025-11-05T04:25:40.402941
err_marker,KCN-judu/err_marker,0.1.2,270,1,2025-07-19T14:08:06.989109
lambda,KCN-judu/lambda,0.1.1,296,2,2025-11-05T03:15:45.038854
linear-algebra,KCN-judu/linear-algebra,0.3.1,11,0,2025-11-05T04:27:34.816108
luna-complex,KCN-judu/luna-complex,0.3.1,11,0,2025-11-05T04:28:40.005098
luna-utils,KCN-judu/luna-utils,0.3.1,11,0,2025-11-05T04:27:54.833896
type_unification,KCN-judu/type_unification,0.1.3,260,1,2025-11-17T14:21:58.073265
nanoid,ledao/nanoid,0.2.1,159,1,2026-06-25T15:48:42.363967
parsem,yoshitsugu/parsem,0.0.4,642,1,2025-12-25T02:45:45.690508
lru_cache,liuly0322/lru_cache,0.1.0,121,1,2025-01-23T15:11:02.614728
tch_mbt,liuly0322/tch_mbt,0.2.0,868,2,2025-04-19T08:16:24.591991
t1,chensuiyi/t1,0.0.2,9,0,2026-01-21T12:19:56.899038
t22,chensuiyi/t22,0.1.0,37,2,2026-03-04T18:38:15.283272
🐫,illusory0x0/🐫,0.1.0,25,2,2025-05-14T14:00:16.460866
adapton,illusory0x0/adapton,0.1.4,471,1,2025-09-09T03:36:49.838994
base,illusory0x0/base,0.2.1,11,1,2025-09-23T15:29:07.245285
case_conv,illusory0x0/case_conv,0.1.0,948,1,2025-10-10T03:54:18.601057
clang,illusory0x0/clang,0.1.1,2412,3,2025-06-25T00:28:06.294482
clone,illusory0x0/clone,0.1.0,453,1,2025-05-29T10:37:37.631604
coerce,illusory0x0/coerce,0.1.1,11,1,2025-09-23T15:30:05.085177
color,illusory0x0/color,0.2.3,459,1,2025-06-07T11:50:02.816828
conv,illusory0x0/conv,0.1.2,11,1,2025-09-23T15:28:18.121110
fmt,illusory0x0/fmt,0.4.1,2892,3,2025-11-20T08:34:00.676464
fun,illusory0x0/fun,0.3.0,7,1,2025-10-24T02:40:35.096133
fuzzy_match,illusory0x0/fuzzy_match,0.2.5,571,1,2025-11-20T08:32:43.898122
graphviz,illusory0x0/graphviz,0.1.2,155,1,2025-09-07T02:13:36.840603
immut_deque,illusory0x0/immut_deque,0.3.4,1083,1,2025-09-11T02:36:06.953666
inspect,illusory0x0/inspect,0.1.1,636,1,2025-09-23T20:38:25.595741
intrinsic,illusory0x0/intrinsic,0.1.0,110,2,2025-07-11T15:48:31.438907
jcore,illusory0x0/jcore,0.1.1,2366,1,2025-03-09T03:27:56.469840
lazy,illusory0x0/lazy,0.1.4,682,1,2025-10-24T02:24:40.426901
lexer,illusory0x0/lexer,0.2.0,7087,4,2025-09-24T08:00:18.534923
memory,illusory0x0/memory,0.1.2,1161,1,2025-11-20T09:51:40.939536
moonbit-wasm-nodejs-ts-template,illusory0x0/moonbit-wasm-nodejs-ts-template,0.1.0,19,1,2025-02-04T12:16:29.879532
moonbit-wasm-vite-ts-template,illusory0x0/moonbit-wasm-vite-ts-template,0.1.0,19,1,2025-02-04T14:37:17.948734
native,illusory0x0/native,0.2.1,695,1,2025-06-25T00:16:30.494781
parserc,illusory0x0/parserc,0.1.5,613,1,2025-05-20T11:11:35.111971
path,illusory0x0/path,0.2.0,1568,1,2025-10-24T10:01:47.440207
posix,illusory0x0/posix,0.2.2,3718,50,2025-06-25T00:22:00.852583
prettyprinter,illusory0x0/prettyprinter,0.1.1,421,1,2025-09-11T02:55:03.362229
printer,illusory0x0/printer,0.1.1,2609,1,2025-10-14T11:02:30.490102
qpainter,illusory0x0/qpainter,0.3.1,1921,2,2025-04-29T00:02:42.107432
quote,illusory0x0/quote,0.2.0,1195,1,2025-09-23T20:15:07.832328
rijndael,illusory0x0/rijndael,0.1.0,2057,2,2025-09-06T04:39:44.700555
ryu,illusory0x0/ryu,0.1.1,2133,1,2025-08-29T02:54:34.199634
simple_parserc,illusory0x0/simple_parserc,0.2.2,966,1,2025-09-23T15:20:01.774586
string_of_bytes,illusory0x0/string_of_bytes,0.1.0,806,1,2025-09-07T08:58:28.476354
ctf_tools,hanstechnow/ctf_tools,0.1.0,93,3,2025-01-15T12:55:49.239999
shared-lib,yuyi919/shared-lib,0.1.8,9773,9,2025-06-20T09:06:53.775170
easy-io,Erolaffy/easy-io,0.1.0,26,2,2025-01-20T08:19:21.115336
easyio,Erolaffy/easyio,0.2.1,211,1,2025-02-27T01:46:06.101265
hello,Tianci-King/hello,0.2.0,36,2,2025-01-16T15:46:28.100579
median,Tianci-King/median,0.3.0,29,1,2025-01-16T15:57:43.472065
find_max,shiheat/find_max,0.3.0,25,1,2025-01-17T05:38:08.746793
i18n,remain11/i18n,0.1.0,52,3,2025-01-17T07:00:07.853896
complex,justjoheinz/complex,0.4.0,164,1,2025-09-22T18:43:03.128768
iso-country,justjoheinz/iso-country,0.1.3,3412,1,2025-11-04T18:31:16.696771
check_prime,chronostesis/check_prime,0.1.0,42,2,2025-01-18T08:57:50.533686
Sort,Refined_heart/Sort,0.1.0,60,2,2025-01-20T07:39:06.996185
string2int,wwj1203/string2int,0.1.0,33,1,2025-01-21T14:15:17.500549
eda-router,zhuguiyuan/eda-router,0.1.3,487,2,2025-04-04T15:36:13.868129
hello,buggg-hfc/hello,0.1.1,83,3,2025-01-23T13:13:26.074126
moonpassword,GMH233/moonpassword,0.1.0,113,2,2025-01-23T15:32:43.379916
hello,xavier865/hello,0.2.2,65,2,2025-01-24T13:30:42.611548
sqrt,WenqiChen3019/sqrt,0.1.4,44,2,2025-01-25T09:36:33.171676
Calculator,sjzbxhsj/Calculator,0.1.0,46,1,2025-01-26T06:44:29.298466
error,YumeXi/error,0.2.2,316,4,2026-07-01T16:01:07.915052
format,YumeXi/format,0.3.11,1935,4,2026-06-22T17:52:35.195257
iter,YumeXi/iter,0.2.8,735,1,2025-09-19T15:47:35.527925
Laurus,Mepy/Laurus,0.2.2,15557,7,2025-12-19T15:35:17.174274
MoonStats,structuraBlock/MoonStats,0.3.0,328,2,2025-02-02T15:24:47.586394
elk,0Ayachi0/elk,0.1.0,3137,1,2025-07-28T12:41:23.304188
GB18030,0Ayachi0/GB18030,0.1.0,2543,1,2025-08-29T19:55:38.462199
math,0Ayachi0/math,0.1.0,821,3,2025-02-08T18:14:23.512674
SwissTable,0Ayachi0/SwissTable,0.1.0,1029,1,2025-04-22T16:09:03.176218
compare,wjy030522/compare,0.1.0,53,2,2025-02-09T00:19:19.933826
hello,wjy030522/hello,0.1.0,25,2,2025-02-09T00:26:24.793249
line_sort,wangjuwudi/line_sort,0.1.0,155,1,2025-02-15T04:15:52.805772
base32,yyjeqhc/base32,0.1.0,317,2,2025-02-17T13:08:53.533333
imgui,wzzc-dev/imgui,0.1.0,499,2,2026-01-03T09:15:30.639667
moui,wzzc-dev/moui,0.1.7,127514,49,2026-07-12T08:32:27.025703
moui_richtext,wzzc-dev/moui_richtext,0.1.7,25093,1,2026-07-12T08:39:04.395658
moui_skia,wzzc-dev/moui_skia,0.1.7,33555,8,2026-07-12T08:24:09.515301
moui_sun,wzzc-dev/moui_sun,0.1.7,81386,4,2026-07-12T08:24:26.664774
moui_webview,wzzc-dev/moui_webview,0.1.7,1647,6,2026-07-12T08:39:19.006253
skia_mbt,wzzc-dev/skia_mbt,0.1.2,14341,8,2026-05-30T08:07:25.670355
teager,wzzc-dev/teager,0.1.0,28,2,2025-02-22T07:19:19.104379
webview-ffi,wzzc-dev/webview-ffi,0.1.1,148,3,2025-03-07T05:58:58.518561
webview-mbt-demo,wzzc-dev/webview-mbt-demo,0.1.0,45,2,2025-03-05T02:39:18.680768
window,wzzc-dev/window,0.5.1-0.1.7,35171,23,2026-07-12T08:02:43.303406
arithmetic,Luna-Flow/arithmetic,0.3.0,1677,1,2026-07-11T19:25:17.933324
autodiff,Luna-Flow/autodiff,0.2.0,1085,10,2026-06-15T16:19:27.487311
calculus-numerical,Luna-Flow/calculus-numerical,0.3.1,2379,5,2025-10-29T01:30:10.903300
floating,Luna-Flow/floating,0.5.0,46110,24,2026-07-12T13:48:18.885693
geometry3d,Luna-Flow/geometry3d,0.5.1,5660,9,2026-07-09T02:45:40.206001
linear-algebra,Luna-Flow/linear-algebra,0.4.7,38413,17,2026-07-10T17:13:46.930020
luna-complex,Luna-Flow/luna-complex,0.2.0,1272,2,2026-06-06T14:47:25.010183
luna-generic,Luna-Flow/luna-generic,0.3.3,767,1,2026-06-12T08:09:26.566883
luna-poly,Luna-Flow/luna-poly,0.2.0,4978,13,2026-06-15T14:18:26.911191
luna-utils,Luna-Flow/luna-utils,0.1.1,458,1,2025-10-29T00:46:23.050761
mooncake-impact-factor,Luna-Flow/mooncake-impact-factor,0.1.1,113,1,2026-06-02T11:11:28.930196
quaternion,Luna-Flow/quaternion,0.1.3,702,1,2025-10-28T11:17:51.644111
stella,Luna-Flow/stella,0.1.2,916,1,2026-01-20T00:35:38.667891
type_theory,Luna-Flow/type_theory,0.2.0,3584,10,2026-06-16T13:13:19.908183
suffix-array,rabbyte/suffix-array,0.1.0,665,1,2025-02-23T16:33:49.389827
factorial,zhangshun-123/factorial,0.1.0,33,1,2025-02-24T09:53:38.805498
hello,locing112/hello,0.1.6,63,2,2025-02-26T14:11:09.086062
moonbit-hello-card,cyhforlight/moonbit-hello-card,0.1.0,25,2,2025-02-26T17:08:53.071981
hello,lyf597/hello,0.1.0,25,2,2025-02-27T07:11:09.200855
find_min,BigThree33/find_min,0.1.0,37,2,2025-02-28T05:56:12.743277
Binary-Indexed-Tree,yueTc/Binary-Indexed-Tree,0.1.1,58,2,2025-02-27T12:22:58.365476
isprime,GreyIcesea/isprime,0.1.0,41,1,2025-02-27T15:36:12.439126
hello,my-xn/hello,0.1.0,25,2,2025-02-28T08:22:35.565745
find_max,Ljw030710/find_max,0.1.0,25,1,2025-02-28T04:32:15.641421
find_min_num,luolingkan/find_min_num,0.1.0,25,1,2025-02-28T08:19:22.047929
base16,LI7282/base16,0.1.0,82,2,2025-03-02T04:34:17.997501
fkshz,JPLovever/fkshz,0.1.0,19,1,2025-03-02T13:51:17.010856
Deque,Jtian-t/Deque,0.1.0,268,1,2025-03-03T02:44:14.894006
mbt_LIB,nanlingyin/mbt_LIB,0.1.0,18,1,2025-03-03T11:33:17.981154
lib_mbt,202306123/lib_mbt,0.1.0,15,1,2025-03-03T11:58:59.044858
minmax,yanyeting/minmax,0.1.0,33,2,2025-03-03T14:38:28.199589
digit-insert,littleotherut/digit-insert,0.1.1,55,2,2025-03-03T14:11:39.285656
clap,TheWaWaR/clap,0.2.6,1344,1,2025-11-03T07:31:29.853495
lunar,TheWaWaR/lunar,0.1.0,1721,3,2025-03-22T15:39:08.708082
hello,Lalenture/hello,0.1.0,19,2,2025-03-09T10:11:48.924022
dongyx,dongyvxuan/dongyx,0.1.1,33,2,2025-03-05T14:17:47.596817
hello,yxsql74/hello,0.1.0,25,2,2025-03-06T12:01:42.137785
moos-sdk,furesoft/moos-sdk,0.1.43,958,2,2025-05-04T08:23:50.195336
rope,HeChTo/rope,0.1.0,127,1,2025-03-08T09:53:00.178499
hello,hachi/hello,0.1.0,25,2,2025-03-08T15:20:56.400167
sort,hachi/sort,0.1.12,20,1,2025-03-08T15:48:23.168928
fwshz,2459822546/fwshz,0.1.0,11,1,2025-03-08T16:05:57.260466
hello,orangenin/hello,0.1.0,25,2,2025-03-09T08:09:56.240504
Near-Jungnune,Near-Jungnune/Near-Jungnune,0.1.0,12,1,2025-03-09T09:02:35.836780
MATH,Kilig/MATH,0.1.1,39,2,2025-03-12T07:46:24.684889
fluorescence,hanbings/fluorescence,0.1.1,181,4,2025-03-11T07:36:24.126333
dotenv,ShellWen/dotenv,0.6.1,1379,1,2025-10-02T16:36:19.959672
dotenv-mbt,ShellWen/dotenv-mbt,0.9.9,12,0,2025-03-26T03:00:13.566690
lru_cache,ShellWen/lru_cache,0.1.0,211,1,2025-03-12T20:42:54.311904
sw_ini,ShellWen/sw_ini,0.2.0,1404,1,2025-04-21T18:52:48.023821
sw_router,ShellWen/sw_router,0.2.0,589,1,2025-10-03T03:57:23.925261
sw_socket,ShellWen/sw_socket,0.2.0,983,6,2025-08-20T13:40:27.717561
hello,TianZaiShuiZhong/hello,0.1.0,25,2,2025-03-11T11:14:26.125831
mooncake_hello,FreeFoots/mooncake_hello,0.1.0,28,2,2025-03-11T13:46:58.824725
sqrt,misika727/sqrt,0.1.0,63,2,2025-03-11T12:02:37.165588
Autumn_frame,PingGuoMiaoMiao/Autumn_frame,0.1.0,14303,24,2025-11-09T02:29:39.683471
hello,PingGuoMiaoMiao/hello,0.1.0,25,2,2025-03-11T13:22:26.718149
LunarKeccak256,PingGuoMiaoMiao/LunarKeccak256,0.1.3,1023,2,2025-12-29T07:14:57.507263
mooncove,PingGuoMiaoMiao/mooncove,0.1.0,1413,2,2025-09-06T05:45:32.321820
MoonVision,PingGuoMiaoMiao/MoonVision,0.2.2,9002,16,2026-07-07T13:09:10.314371
xing0818,xing0818/xing0818,0.1.0,15,1,2025-03-11T13:31:44.729211
yhsz,YHSZ-ONEC/yhsz,0.1.0,12,1,2025-03-11T13:41:59.854488
djisnj,djisnj/djisnj,0.1.0,16,1,2025-03-11T13:46:47.441234
Eunoiay,Eunoiay/Eunoiay,0.1.0,13,1,2025-03-11T14:56:39.635652
hello,baobolong/hello,0.1.0,25,2,2025-03-11T15:36:48.405017
newcake_ls,NerdyLee/newcake_ls,0.1.1,48,2,2025-03-12T08:04:22.103151
QZL-max,QZL-max/QZL-max,0.1.0,12,1,2025-03-12T13:15:02.476701
hello,SeisanSoda/hello,0.1.0,26,2,2025-03-12T17:23:24.141160
alg,pai2shub/alg,0.1.3,976,38,2025-03-17T01:37:03.529011
uuidv4,Nyuudoukumo/uuidv4,0.2.0,141,1,2025-03-25T09:07:42.164386
aoko,hzqdf/aoko,0.0.20250321,20,0,2025-03-21T01:22:25.420758
sum-calc,hzqdf/sum-calc,0.0.20250321,19,1,2025-03-22T02:01:23.341245
SemVer,Seedking/SemVer,0.1.0,608,1,2025-03-24T11:58:24.694051
bzip2,MINGtoMING/bzip2,0.0.0,137,1,2025-05-12T08:41:19.520527
